alpha,p,lambda,birth,death,omega,gamma,sigma,beta1,beta2,cum_deaths,max_hospitalizations
0.3,0.3,0.9,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0013095238095238093,45758.01095857923,11865.319593043592
0.3,0.3,1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0,43960.50804739232,10663.754978128081
0.3,0.4,0,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.013095238095238096,55990.069534449525,21522.714361143724
0.3,0.4,0.1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.011785714285714287,54862.08234382883,20148.51911443827
0.3,0.4,0.2,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.010476190476190477,53625.344793872086,18751.68935668135
0.3,0.4,0.3,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.009166666666666667,52266.82053427876,17334.286636575907
0.3,0.4,0.4,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.007857142857142858,50771.484190336945,15899.043339945587
0.3,0.4,0.5,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.006547619047619048,49121.848401518386,14449.537451644755
0.3,0.4,0.6,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.005238095238095239,47297.046734277304,12990.390916126089
0.3,0.4,0.7,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.003928571428571429,45270.19740685069,11527.548731102543
0.3,0.4,0.8,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0026190476190476185,42998.218325302914,10068.610621828142
0.3,0.4,0.9,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0013095238095238093,40376.72677874995,8623.279441276052
0.3,0.4,1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0,37034.34845536785,7203.91176274897
0.3,0.5,0,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.013095238095238096,55385.40477147174,20773.45985371126
0.3,0.5,0.1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.011785714285714287,54013.89712650766,19178.999498692705
0.3,0.5,0.2,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.010476190476190477,52487.19615516824,17556.507271385486
0.3,0.5,0.3,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.009166666666666667,50783.26477952898,15909.891849268046
0.3,0.5,0.4,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.007857142857142858,48875.91108271491,14244.448889755904
0.3,0.5,0.5,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.006547619047619048,46732.94973224459,12567.32338992069
0.3,0.5,0.6,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.005238095238095239,44309.75237603241,10888.029374620095
0.3,0.5,0.7,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.003928571428571429,41517.1242558029,9219.181908686513
0.3,0.5,0.8,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0026190476190476185,38039.809078136495,7577.4453526881625
0.3,0.5,0.9,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0013095238095238093,32376.8316217167,5984.860126796768
0.3,0.5,1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0,19813.841485463377,4470.603491489843
0.3,0.6,0,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.013095238095238096,54831.04327136324,20112.15332695679
0.3,0.6,0.1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.011785714285714287,53230.98160683978,18328.30064763886
0.3,0.6,0.2,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.010476190476190477,51426.13120606235,16512.31128996183
0.3,0.6,0.3,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.009166666666666667,49383.254911026794,14670.572688854638
0.3,0.6,0.4,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.007857142857142858,47061.26137912288,12812.023640831409
0.3,0.6,0.5,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.006547619047619048,44403.44109795296,10948.944374696537
0.3,0.6,0.6,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.005238095238095239,41293.41002969377,9098.165013479787
0.3,0.6,0.7,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.003928571428571429,37256.609595146794,7282.605415902297
0.3,0.6,0.8,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0026190476190476185,29680.55213842138,5533.519526618061
0.3,0.6,0.9,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0013095238095238093,12964.026606290776,3858.5280316328667
0.3,0.6,1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0,1879.906067404843,723.6517445991275
0.3,0.7,0,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.013095238095238096,54321.230434401405,19524.36986192627
0.3,0.7,0.1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.011785714285714287,52506.75820992392,17576.40331422108
0.3,0.7,0.2,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.010476190476190477,50436.024410975195,15593.489936775628
0.3,0.7,0.3,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.009166666666666667,48062.502035696765,13585.174467912806
0.3,0.7,0.4,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.007857142857142858,45324.94737507394,11565.03713036827
0.3,0.7,0.5,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.006547619047619048,42115.09188323999,9552.20662912414
0.3,0.7,0.6,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.005238095238095239,38029.636981209725,7573.477614943586
0.3,0.7,0.7,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.003928571428571429,30552.574370475286,5666.3282241567495
0.3,0.7,0.8,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0026190476190476185,12843.086111520677,3842.7115007834677
0.3,0.7,0.9,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0013095238095238093,1525.8535633400998,579.1329325423192
0.3,0.7,1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0,118.22846708537456,30.651676999021973
0.3,0.8,0,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.013095238095238096,53851.000752700085,18998.658350022586
0.3,0.8,0.1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.011785714285714287,51835.352287327936,16907.463388430533
0.3,0.8,0.2,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.010476190476190477,49511.009554026685,14779.761735620834
0.3,0.8,0.3,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.009166666666666667,46815.97381196528,12628.815330583806
0.3,0.8,0.4,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.007857142857142858,43659.289858287186,10473.889739330383
0.3,0.8,0.5,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.006547619047619048,39800.069448992836,8342.629761363245
0.3,0.8,0.6,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.005238095238095239,33759.72464493202,6274.612468998319
0.3,0.8,0.7,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.003928571428571429,18123.351606533957,4326.534067884608
0.3,0.8,0.8,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0026190476190476185,2436.187996826763,949.1117958414233
0.3,0.8,0.9,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0013095238095238093,161.52460892980844,44.665916223414285
0.3,0.8,1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0,12.315856931634828,1.5713073102921435
0.3,0.9,0,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.013095238095238096,53416.06153586728,18525.791644815916
0.3,0.9,0.1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.011785714285714287,51211.54393245501,16308.80808823379
0.3,0.9,0.2,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.010476190476190477,48645.581596851385,14054.852123982364
0.3,0.9,0.3,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.009166666666666667,45638.0614395921,11781.473343090918
0.3,0.9,0.4,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.007857142857142858,42048.65963780306,9514.545636784349
0.3,0.9,0.5,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.006547619047619048,37282.27165312352,7291.884500920268
0.3,0.9,0.6,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.005238095238095239,26885.340538933844,5168.701725538289
0.3,0.9,0.7,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.003928571428571429,6228.126768647185,2333.7522498267203
0.3,0.9,0.8,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0026190476190476185,401.62754502626836,130.25292541799828
0.3,0.9,0.9,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0013095238095238093,24.09300159014568,4.03102309521078
0.3,0.9,1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0,2.55365237759987,0.2
0.3,1,0,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.013095238095238096,53012.69203763019,18098.27703410398
0.3,1,0.1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.011785714285714287,50630.70619481624,15770.159710168547
0.3,1,0.2,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.010476190476190477,47834.63312591594,13405.593128247325
0.3,1,0.3,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.009166666666666667,44522.57262148517,11026.870185054519
0.3,1,0.4,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.007857142857142858,40464.59154227985,8667.344042600804
0.3,1,0.5,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.006547619047619048,34195.11015922936,6376.562505567163
0.3,1,0.6,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.005238095238095239,16948.46275352363,4228.193985814645
0.3,1,0.7,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.003928571428571429,1616.2584270991822,616.1101857628623
0.3,1,0.8,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0026190476190476185,80.0858204712709,19.004687726854254
0.3,1,0.9,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0013095238095238093,5.534279304832963,0.4507323979839291
0.3,1,1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0,1.010645376022109,0.2
0.4,0,0,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.013095238095238096,59061.71697217816,25861.938467581644
0.4,0,0.1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.011785714285714287,59061.71697217816,25861.938467581644
0.4,0,0.2,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.010476190476190477,59061.71697217816,25861.938467581644
0.4,0,0.3,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.009166666666666667,59061.71697217816,25861.938467581644
0.4,0,0.4,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.007857142857142858,59061.71697217816,25861.938467581644
0.4,0,0.5,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.006547619047619048,59061.71697217816,25861.938467581644
0.4,0,0.6,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.005238095238095239,59061.71697217816,25861.938467581644
0.4,0,0.7,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.003928571428571429,59061.71697217816,25861.938467581644
0.4,0,0.8,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0026190476190476185,59061.71697217816,25861.938467581644
0.4,0,0.9,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0013095238095238093,59061.71697217816,25861.938467581644
0.4,0,1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0,59061.71697217816,25861.938467581644
0.4,0.1,0,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.013095238095238096,57865.297315655036,24054.69949809924
0.4,0.1,0.1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.011785714285714287,57555.16836075247,23612.232990510456
0.4,0.1,0.2,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.010476190476190477,57235.77685581294,23166.89625076178
0.4,0.1,0.3,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.009166666666666667,56906.78858151747,22718.67997290437
0.4,0.1,0.4,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.007857142857142858,56567.85462214658,22267.64767114994
0.4,0.1,0.5,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.006547619047619048,56218.6105856,21813.815512695073
0.4,0.1,0.6,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.005238095238095239,55858.67577341355,21357.240321018544
0.4,0.1,0.7,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.003928571428571429,55487.65229644268,20897.968292771387
0.4,0.1,0.8,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0026190476190476185,55105.12413110154,20436.04304968486
0.4,0.1,0.9,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0013095238095238093,54710.656110001786,19971.52560591213
0.4,0.1,1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0,54303.79283931895,19504.48616750799
0.4,0.2,0,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.013095238095238096,56751.318708228464,22510.518435429716
0.4,0.2,0.1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.011785714285714287,56133.9757027923,21705.5028976539
0.4,0.2,0.2,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.010476190476190477,55482.62636511229,20891.86780920686
0.4,0.2,0.3,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.009166666666666667,54794.97898338909,20069.87733499864
0.4,0.2,0.4,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.007857142857142858,54068.55115223109,19239.888783166138
0.4,0.2,0.5,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.006547619047619048,53300.6500040674,18402.311662650798
0.4,0.2,0.6,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.005238095238095239,52488.34942000528,17557.64707152531
0.4,0.2,0.7,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.003928571428571429,51628.46295679661,16706.474466779768
0.4,0.2,0.8,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0026190476190476185,50717.50990368742,15849.468200317795
0.4,0.2,0.9,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0013095238095238093,49751.66877373083,14987.443560301164
0.4,0.2,1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0,48726.70497070751,14121.319920004617
0.4,0.3,0,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.013095238095238096,55714.71501004151,21177.774397401496
0.4,0.3,0.1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.011785714285714287,54797.614693135205,20072.99166651399
0.4,0.3,0.2,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.010476190476190477,53810.19571042768,18953.697642964235
0.4,0.3,0.3,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.009166666666666667,52745.78550126802,17820.957542673135
0.4,0.3,0.4,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.007857142857142858,51596.91387154254,16676.063458066117
0.4,0.3,0.5,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.006547619047619048,50355.17663534428,15520.669060822154
0.4,0.3,0.6,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.005238095238095239,49011.031092300196,14356.785735099798
0.4,0.3,0.7,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.003928571428571429,47553.410357394285,13186.89641285581
0.4,0.3,0.8,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0026190476190476185,45968.78631150222,12014.025575989219
0.4,0.3,0.9,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0013095238095238093,44238.42743429542,10841.86849956237
0.4,0.3,1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0,42329.52187748401,9674.914318665356
0.4,0.4,0,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.013095238095238096,54749.84372278726,20017.254234755375
0.4,0.4,0.1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.011785714285714287,53543.08817618134,18662.563772936042
0.4,0.4,0.2,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.010476190476190477,52221.23019327933,17288.701497259186
0.4,0.4,0.3,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.009166666666666667,50770.51908190565,15898.17925380667
0.4,0.4,0.4,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.007857142857142858,49175.0222152616,14494.258049850003
0.4,0.4,0.5,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.006547619047619048,47415.84303283738,13081.127734104764
0.4,0.4,0.6,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.005238095238095239,45468.962565125024,11664.123249119943
0.4,0.4,0.7,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.003928571428571429,43297.33071948072,10250.02436024706
0.4,0.4,0.8,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0026190476190476185,40817.652973543,8847.405519924738
0.4,0.4,0.9,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0013095238095238093,37755.470957964666,7467.129526367004
0.4,0.4,1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0,33065.28743121701,6122.930934395223
0.4,0.5,0,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.013095238095238096,53851.00075671914,18998.657709756175
0.4,0.5,0.1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.011785714285714287,52366.114423937026,17434.10124340722
0.4,0.5,0.2,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.010476190476190477,50715.25990483449,15847.463918568012
0.4,0.5,0.3,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.009166666666666667,48874.82259333942,14243.569971610901
0.4,0.5,0.4,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.007857142857142858,46815.974384525325,12628.81645707719
0.4,0.5,0.5,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.006547619047619048,44499.379729321285,11011.655003347849
0.4,0.5,0.6,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.005238095238095239,41850.50049030006,9403.15841298581
0.4,0.5,0.7,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.003928571428571429,38629.00884624008,7817.823419314105
0.4,0.5,0.8,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0026190476190476185,33760.376136900544,6274.611971594048
0.4,0.5,0.9,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0013095238095238093,23403.98144012831,4798.364515525447
0.4,0.5,1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0,7936.716218535148,2841.476216369459
0.4,0.6,0,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.013095238095238096,53012.692043770796,18098.277501567838
0.4,0.6,0.1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.011785714285714287,51261.83012337909,16356.285441925427
0.4,0.6,0.2,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.010476190476190477,49289.82944869731,14591.251491361345
0.4,0.6,0.3,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.009166666666666667,47060.082993390584,12811.157976331908
0.4,0.6,0.4,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.007857142857142858,44522.57603002369,11026.871336958655
0.4,0.6,0.5,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.006547619047619048,41579.07192708781,9253.054765531835
0.4,0.6,0.6,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.005238095238095239,37865.56288278744,7509.43857896953
0.4,0.6,0.7,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.003928571428571429,31491.811025055857,5822.559464274608
0.4,0.6,0.8,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0026190476190476185,16951.983539020974,4228.194351915832
0.4,0.6,0.9,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0013095238095238093,3302.5110600322046,1291.9187765074444
0.4,0.6,1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0,359.7597053831866,114.68472590731622
0.4,0.7,0,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.013095238095238096,52229.76691962174,17297.28773067356
0.4,0.7,0.1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.011785714285714287,50225.200337026494,15404.385988449585
0.4,0.7,0.2,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.010476190476190477,47941.22953792387,13489.345349572544
0.4,0.7,0.3,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.009166666666666667,45323.70470376312,11564.203339636773
0.4,0.7,0.4,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.007857142857142858,42278.56344954019,9645.622664229573
0.4,0.7,0.5,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.006547619047619048,38482.48336173108,7756.582259431764
0.4,0.7,0.6,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.005238095238095239,32080.062744779574,5928.716795568298
0.4,0.7,0.7,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.003928571428571429,16680.980293156124,4205.675726501101
0.4,0.7,0.8,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0026190476190476185,2714.131645905201,1060.388055616709
0.4,0.7,0.9,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0013095238095238093,242.85842076184102,72.48808548295202
0.4,0.7,1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0,22.866014858064904,3.7547162470148723
0.4,0.8,0,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.013095238095238096,51497.47310710501,16580.596732340113
0.4,0.8,0.1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.011785714285714287,49251.25003693782,14558.620138394688
0.4,0.8,0.2,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.010476190476190477,46664.87894016445,12517.162793368943
0.4,0.8,0.3,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.009166666666666667,43657.99948887915,10473.098364767226
0.4,0.8,0.4,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.007857142857142858,40024.601208057844,8450.218767028478
0.4,0.8,0.5,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.006547619047619048,34621.54968191847,6481.948637007362
0.4,0.8,0.6,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.005238095238095239,21446.762928438373,4615.294113704792
0.4,0.8,0.7,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.003928571428571429,4075.381253379234,1586.249822862048
0.4,0.8,0.8,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0026190476190476185,326.0096365055924,102.30371461991682
0.4,0.8,0.9,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0013095238095238093,26.002131211022945,4.467690042173087
0.4,0.8,1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0,3.236525405164939,0.2
0.4,0.9,0,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.013095238095238096,50811.4678404198,15935.947889951109
0.4,0.9,0.1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.011785714285714287,48335.18653409317,13803.03685107686
0.4,0.9,0.2,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.010476190476190477,45455.4498313333,11654.831725438087
0.4,0.9,0.3,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.009166666666666667,42047.32689088647,9513.801890071638
0.4,0.9,0.4,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.007857142857142858,37609.691388803134,7412.111790807052
0.4,0.9,0.5,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.006547619047619048,28695.968459178406,5395.741362085078
0.4,0.9,0.6,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.005238095238095239,8990.117103956736,3114.7226565683004
0.4,0.9,0.7,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.003928571428571429,761.2402349383124,269.53981170510264
0.4,0.9,0.8,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0026190476190476185,50.809821305887475,10.72677639690995
0.4,0.9,0.9,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0013095238095238093,4.848148816265223,0.35946830910617605
0.4,0.9,1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0,1.056279509003554,0.2
0.4,1,0,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.013095238095238096,50167.80521150128,15353.307536623608
0.4,1,0.1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.011785714285714287,47472.45541915388,13124.61984763073
0.4,1,0.2,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.010476190476190477,44306.80045688128,10886.158859254303
0.4,1,0.3,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.009166666666666667,40463.20726624075,8666.649679142662
0.4,1,0.4,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.007857142857142858,34722.37270332302,6507.790490918349
0.4,1,0.5,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.006547619047619048,19804.817965545826,4470.133299073451
0.4,1,0.6,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.005238095238095239,2688.034106926995,1050.0547265368225
0.4,1,0.7,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.003928571428571429,161.43227994585624,44.640610500487384
0.4,1,0.8,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0026190476190476185,11.255941977714896,1.376838524258964
0.4,1,0.9,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0013095238095238093,1.6189391604217593,0.2
0.4,1,1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0,0.5817542157360146,0.2
0.5,0,0,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.013095238095238096,59061.71697217816,25861.938467581644
0.5,0,0.1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.011785714285714287,59061.71697217816,25861.938467581644
