alpha,p,lambda,birth,death,omega,gamma,sigma,beta1,beta2,cum_deaths,max_hospitalizations
0.1,0.7,0.5,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.006547619047619048,47580.44865159914,13207.749948997858
0.1,0.7,0.6,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.005238095238095239,44477.46076211308,10997.26973859476
0.1,0.7,0.7,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.003928571428571429,40732.92776627714,8803.727491032649
0.1,0.7,0.8,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0026190476190476185,35314.49922213108,6666.408705395478
0.1,0.7,0.9,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0013095238095238093,21741.437983404194,4642.067636123363
0.1,0.7,1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0,3498.9520242474755,1367.8040787028222
0.1,0.8,0,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.013095238095238096,57579.2549798716,23646.26184517452
0.1,0.8,0.1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.011785714285714287,55942.02632063475,21461.99521418417
0.1,0.8,0.2,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.010476190476190477,54045.58775169152,19214.237768612165
0.1,0.8,0.3,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.009166666666666667,51838.40228944347,16910.361871531855
0.1,0.8,0.4,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.007857142857142858,49255.63589566117,14562.232316064306
0.1,0.8,0.5,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.006547619047619048,46212.54953546826,12188.070312301574
0.1,0.8,0.6,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.005238095238095239,42571.1336595228,9815.263058860044
0.1,0.8,0.7,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.003928571428571429,37800.89826065445,7484.601338385808
0.1,0.8,0.8,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0026190476190476185,27615.395634279117,5256.6389812287825
0.1,0.8,0.9,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0013095238095238093,6194.610568936255,2322.8929897263515
0.1,0.8,1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0,350.0462060165066,111.10086880063903
0.1,0.9,0,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.013095238095238096,57473.829590266396,23497.87084164142
0.1,0.9,0.1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.011785714285714287,55708.56042034047,21170.07490919014
0.1,0.9,0.2,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.010476190476190477,53643.59525266752,18771.47988339204
0.1,0.9,0.3,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.009166666666666667,51214.765900187056,16311.763190664657
0.1,0.9,0.4,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.007857142857142858,48339.77678961667,13806.64094472261
0.1,0.9,0.5,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.006547619047619048,44905.57436279015,11280.79338570875
0.1,0.9,0.6,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.005238095238095239,40671.25149783248,8772.122167335203
0.1,0.9,0.7,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.003928571428571429,34034.61066201271,6338.361963081592
0.1,0.9,0.8,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0026190476190476185,15019.642797318424,4067.46138319746
0.1,0.9,0.9,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0013095238095238093,1064.7260217688013,391.3250180559693
0.1,0.9,1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0,44.415105971370366,9.027266338796949
0.1,1,0,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.013095238095238096,57378.05682325534,23364.0334160913
0.1,1,0.1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.011785714285714287,55495.169638242114,20907.182992129336
0.1,1,0.2,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.010476190476190477,53272.98276648216,18372.841913025033
0.1,1,0.3,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.009166666666666667,50634.07653965547,15773.152810359756
0.1,1,0.4,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.007857142857142858,47477.21237754259,13128.187113442349
0.1,1,0.5,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.006547619047619048,43653.115676223715,10470.006487520477
0.1,1,0.6,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.005238095238095239,38702.02532505446,7848.80165800108
0.1,1,0.7,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.003928571428571429,28293.236292955622,5342.686117662682
0.1,1,0.8,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0026190476190476185,5084.993201581491,1950.8745691913243
0.1,1,0.9,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0013095238095238093,192.85260936803886,55.186035717576594
0.1,1,1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0,8.395479818937263,0.8827718315060484
0.2,0,0,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.013095238095238096,59061.71697217816,25861.938467581644
0.2,0,0.1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.011785714285714287,59061.71697217816,25861.938467581644
0.2,0,0.2,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.010476190476190477,59061.71697217816,25861.938467581644
0.2,0,0.3,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.009166666666666667,59061.71697217816,25861.938467581644
0.2,0,0.4,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.007857142857142858,59061.71697217816,25861.938467581644
0.2,0,0.5,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.006547619047619048,59061.71697217816,25861.938467581644
0.2,0,0.6,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.005238095238095239,59061.71697217816,25861.938467581644
0.2,0,0.7,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.003928571428571429,59061.71697217816,25861.938467581644
0.2,0,0.8,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0026190476190476185,59061.71697217816,25861.938467581644
0.2,0,0.9,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0013095238095238093,59061.71697217816,25861.938467581644
0.2,0,1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0,59061.71697217816,25861.938467581644
0.2,0.1,0,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.013095238095238096,58481.43607725395,24964.642082034872
0.2,0.1,0.1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.011785714285714287,58183.93029928645,24519.972697242916
0.2,0.1,0.2,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.010476190476190477,57877.4776108047,24072.239288427296
0.2,0.1,0.3,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.009166666666666667,57561.753956518696,23621.486841525926
0.2,0.1,0.4,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.007857142857142858,57236.421005934644,23167.753123918177
0.2,0.1,0.5,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.006547619047619048,56901.12539609767,22711.0219965752
0.2,0.1,0.6,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.005238095238095239,56555.497926418444,22251.374185398337
0.2,0.1,0.7,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.003928571428571429,56199.152701767314,21788.82407662838
0.2,0.1,0.8,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0026190476190476185,55831.6862195419,21323.42229034072
0.2,0.1,0.9,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0013095238095238093,55452.67639574368,20855.223471587135
0.2,0.1,1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0,55061.68152420299,20384.283389276647
0.2,0.2,0,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.013095238095238096,57970.58816786896,24207.228277443628
0.2,0.2,0.1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.011785714285714287,57398.93629777772,23393.107773097207
0.2,0.2,0.2,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.010476190476190477,56795.394632279036,22569.26362686639
0.2,0.2,0.3,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.009166666666666667,56157.799516693834,21735.900164112896
0.2,0.2,0.4,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.007857142857142858,55483.80692538195,20893.26242672719
0.2,0.2,0.5,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.006547619047619048,54770.87409991069,20041.67496199433
0.2,0.2,0.6,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.005238095238095239,54016.23881982529,19181.521385065364
0.2,0.2,0.7,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.003928571428571429,53216.89577997944,18313.271878936484
0.2,0.2,0.8,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0026190476190476185,52369.569182773186,17437.484352403288
0.2,0.2,0.9,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0013095238095238093,51470.67985869406,16554.807391698527
0.2,0.2,1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0,50516.30332730032,15666.030167159792
0.2,0.3,0,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.013095238095238096,57517.747402953515,23559.551197944744
0.2,0.3,0.1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.011785714285714287,56694.01067189038,22434.30435612901
0.2,0.3,0.2,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.010476190476190477,55805.99972847735,21291.3542143213
0.2,0.3,0.3,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.009166666666666667,54847.5620211634,20131.420151883198
0.2,0.3,0.4,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.007857142857142858,53811.814196065614,18955.424179274134
0.2,0.3,0.5,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.006547619047619048,52691.03330159914,17764.578306112202
0.2,0.3,0.6,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.005238095238095239,51476.52312865969,16560.40924118232
0.2,0.3,0.7,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.003928571428571429,50158.43714669644,15344.8558691176
0.2,0.3,0.8,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0026190476190476185,48725.502949668626,14120.322721567682
0.2,0.3,0.9,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0013095238095238093,47164.46605936188,12889.793636898305
0.2,0.3,1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0,45458.61487279885,11656.951853874965
0.2,0.4,0,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.013095238095238096,57113.778928054904,22999.502676554242
0.2,0.4,0.1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.011785714285714287,56058.30198116422,21609.128708633394
0.2,0.4,0.2,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.010476190476190477,54899.955817219154,20192.996413276356
0.2,0.4,0.3,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.009166666666666667,53626.34510748977,18752.743842916465
0.2,0.4,0.4,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.007857142857142858,52223.20078140616,17290.615333323964
0.2,0.4,0.5,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.006547619047619048,50674.002683313614,15809.630130708169
0.2,0.4,0.6,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.005238095238095239,48959.419939291205,14313.757655198899
0.2,0.4,0.7,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.003928571428571429,47056.18012649019,12808.17604491234
0.2,0.4,0.8,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0026190476190476185,44933.600104633144,11299.586937232736
0.2,0.4,0.9,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0013095238095238093,42539.270916803725,9796.62085113026
0.2,0.4,1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0,39731.962500791335,8310.378336997344
0.2,0.5,0,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.013095238095238096,56751.31870790179,22510.517500718015
0.2,0.5,0.1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.011785714285714287,55482.62636242123,20891.868282820258
0.2,0.5,0.2,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.010476190476190477,54068.55114622821,19239.887925270337
0.2,0.5,0.3,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.009166666666666667,52488.34940595174,17557.64517007453
0.2,0.5,0.4,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.007857142857142858,50717.50985705591,15849.468575658393
0.2,0.5,0.5,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.006547619047619048,48726.704751123754,14121.321431854121
0.2,0.5,0.6,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.005238095238095239,46479.48992240815,12381.294516675613
0.2,0.5,0.7,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.003928571428571429,43923.577343351055,10640.29783319108
0.2,0.5,0.8,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0026190476190476185,40943.65802684636,8912.926098350714
0.2,0.5,0.9,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0013095238095238093,37076.44000312108,7218.670870019375
0.2,0.5,1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0,30018.23825757759,5583.57134133593
0.2,0.6,0,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.013095238095238096,56424.37921151824,22079.953743633683
0.2,0.6,0.1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.011785714285714287,54959.22717544797,20262.917021276302
0.2,0.6,0.2,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.010476190476190477,53303.88623010262,18405.771751722466
0.2,0.6,0.3,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.009166666666666667,51427.41058083255,16513.498481648636
0.2,0.6,0.4,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.007857142857142858,49292.29827464693,14593.289257340308
0.2,0.6,0.5,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.006547619047619048,46851.711468396774,12655.33376874635
0.2,0.6,0.6,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.005238095238095239,44039.11024322506,10713.851200468414
0.2,0.6,0.7,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.003928571428571429,40703.3449782482,8788.538921156187
0.2,0.6,0.8,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0026190476190476185,36131.28818763205,6906.605465723951
0.2,0.6,0.9,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0013095238095238093,26340.305198357277,5105.626300357754
0.2,0.6,1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0,8086.241243546373,2882.139044778293
0.2,0.7,0,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.013095238095238096,56128.05091704372,21697.964716320268
0.2,0.7,0.1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.011785714285714287,54481.54675465118,19707.108018575313
0.2,0.7,0.2,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.010476190476190477,52598.908178335354,17670.242833044882
0.2,0.7,0.3,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.009166666666666667,50437.40775693173,15594.704063548716
0.2,0.7,0.4,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.007857142857142858,47943.8678010458,13491.3749899623
0.2,0.7,0.5,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.006547619047619048,45047.08564318623,11375.987854734687
0.2,0.7,0.6,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.005238095238095239,41611.929394406085,9271.065523950467
0.2,0.7,0.7,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.003928571428571429,37047.60630917734,7208.6388410110485
0.2,0.7,0.8,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0026190476190476185,27433.593694099793,5234.23385265027
0.2,0.7,0.9,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0013095238095238093,7851.539075388526,2818.13182202444
0.2,0.7,1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0,661.8073865250186,230.25037575495804
0.2,0.8,0,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.013095238095238096,55858.2754818599,21356.823375330165
0.2,0.8,0.1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.011785714285714287,54044.026265000895,19212.55040460592
0.2,0.8,0.2,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.010476190476190477,51947.3724232521,17017.222765886017
0.2,0.8,0.3,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.009166666666666667,49512.47861236017,14780.988855063297
0.2,0.8,0.4,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.007857142857142858,46667.64716559511,12519.153668809417
0.2,0.8,0.5,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.006547619047619048,43304.38521336799,10254.3407154336
0.2,0.8,0.6,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.005238095238095239,39095.838519373596,8019.637946816425
0.2,0.8,0.7,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.003928571428571429,31721.1676825418,5863.272841688271
0.2,0.8,0.8,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0026190476190476185,12521.902406230336,3798.4841114506185
0.2,0.8,0.9,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0013095238095238093,1076.4981849091275,396.0939548768677
0.2,0.8,1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0,61.533756096846616,13.670370864706545
0.2,0.9,0,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.013095238095238096,55611.672282601394,21050.316686382757
0.2,0.9,0.1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.011785714285714287,53641.93659076433,18769.731655771895
0.2,0.9,0.2,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.010476190476190477,51343.77330395011,16433.886275872228
0.2,0.9,0.3,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.009166666666666667,48647.12134846236,14056.081253054783
0.2,0.9,0.4,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.007857142857142858,45458.31773139525,11656.769081194461
0.2,0.9,0.5,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.006547619047619048,41604.01662405051,9266.732118214608
0.2,0.9,0.6,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.005238095238095239,36212.16463919079,6931.924100725336
0.2,0.9,0.7,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.003928571428571429,22589.834645120816,4720.847628999435
0.2,0.9,0.8,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0026190476190476185,3112.2627713862953,1217.735619003554
0.2,0.9,0.9,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0013095238095238093,154.11150353302114,42.218864520072444
0.2,0.9,1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0,9.132569637660927,1.004970448083102
0.2,1,0,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.013095238095238096,55385.40476809379,20773.459991461074
0.2,1,0.1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.011785714285714287,53271.23803466399,18371.0401694985
0.2,1,0.2,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.010476190476190477,50783.264739837985,15909.89067269204
0.2,1,0.3,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.009166666666666667,47836.23124944955,13406.815053056516
0.2,1,0.4,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.007857142857142858,44309.746537024614,10888.030891300064
0.2,1,0.5,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.006547619047619048,39907.17586399246,8393.690491466594
0.2,1,0.6,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.005238095238095239,32375.436547996953,5984.860250685528
0.2,1,0.7,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.003928571428571429,11370.49031892614,3615.2241130452103
0.2,1,0.8,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0026190476190476185,671.310783164028,234.00267772262725
0.2,1,0.9,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0013095238095238093,29.003464952266025,5.170292087442552
0.2,1,1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0,2.3926638857253884,0.2
0.3,0,0,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.013095238095238096,59061.71697217816,25861.938467581644
0.3,0,0.1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.011785714285714287,59061.71697217816,25861.938467581644
0.3,0,0.2,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.010476190476190477,59061.71697217816,25861.938467581644
0.3,0,0.3,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.009166666666666667,59061.71697217816,25861.938467581644
0.3,0,0.4,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.007857142857142858,59061.71697217816,25861.938467581644
0.3,0,0.5,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.006547619047619048,59061.71697217816,25861.938467581644
0.3,0,0.6,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.005238095238095239,59061.71697217816,25861.938467581644
0.3,0,0.7,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.003928571428571429,59061.71697217816,25861.938467581644
0.3,0,0.8,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0026190476190476185,59061.71697217816,25861.938467581644
0.3,0,0.9,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0013095238095238093,59061.71697217816,25861.938467581644
0.3,0,1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0,59061.71697217816,25861.938467581644
0.3,0.1,0,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.013095238095238096,58178.01111557288,24511.24089236668
0.3,0.1,0.1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.011785714285714287,57874.27316692562,24067.640781469978
0.3,0.1,0.2,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.010476190476190477,57561.43228627471,23621.050233559712
0.3,0.1,0.3,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.009166666666666667,57239.15939287626,23171.54075209814
0.3,0.1,0.4,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.007857142857142858,56907.11092273321,22719.098079908683
0.3,0.1,0.5,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.006547619047619048,56564.92806023762,22263.78856559475
0.3,0.1,0.6,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.005238095238095239,56212.23592093072,21805.61933970108
0.3,0.1,0.7,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.003928571428571429,55848.64268135756,21344.665674820768
0.3,0.1,0.8,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0026190476190476185,55473.73865138778,20880.944917165125
0.3,0.1,0.9,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0013095238095238093,55087.09528353728,20414.5428773055
0.3,0.1,1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0,54688.26411267181,19945.496816198203
0.3,0.2,0,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.013095238095238096,57378.05682386708,23364.035056909288
0.3,0.2,0.1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.011785714285714287,56784.09533285972,22554.196413591402
0.3,0.2,0.2,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.010476190476190477,56157.20837563072,21735.169877525983
0.3,0.2,0.3,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.009166666666666667,55495.16964515185,20907.183053056764
0.3,0.2,0.4,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.007857142857142858,54795.56746887684,20070.542802528656
0.3,0.2,0.5,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.006547619047619048,54055.785828408756,19225.617380784155
0.3,0.2,0.6,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.005238095238095239,53272.98278656341,18372.844979497262
0.3,0.2,0.7,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.003928571428571429,52444.06554502533,17512.74342893999
0.3,0.2,0.8,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0026190476190476185,51565.66069406946,16645.938011150618
0.3,0.2,0.9,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0013095238095238093,50634.07664147008,15773.151899266973
0.3,0.2,1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0,49645.251490013994,14895.235411441758
0.3,0.3,0,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.013095238095238096,56651.71096056238,22378.304783381845
0.3,0.3,0.1,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.011785714285714287,55782.83148955071,21262.48900029845
0.3,0.3,0.2,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.010476190476190477,54846.74696542832,20130.495982923905
0.3,0.3,0.3,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.009166666666666667,53837.05354458981,18983.217004551327
0.3,0.3,0.4,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.007857142857142858,52746.58629903433,17821.758454904626
0.3,0.3,0.5,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.006547619047619048,51567.301429400424,16647.528971405944
0.3,0.3,0.6,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.005238095238095239,50290.12192227251,15462.316547341448
0.3,0.3,0.7,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.003928571428571429,48904.70298373936,14268.298279487028
0.3,0.3,0.8,0,0,0,0.005952380952380952,0.013888888888888888,0.013095238095238096,0.0026190476190476185,47398.97773534366,13068.1914474869
